T1,T2,T3
-9.999999999999982,-9.999999999999945,-9.999999999999945
-9.999999999999984,-9.999999999999941,-4.999999999999954
-10.000000000000023,-9.999999999999961,2.873724700428213e-14
-9.999999999999977,-9.999999999999957,5.000000000000053
-9.999999999999995,-9.999999999999957,10.000000000000039
-10.000000000000023,-9.99999999999998,15.000000000000037
-10.000000000000009,-9.999999999999988,20.00000000000003
-10.0,-9.999999999999973,25.000000000000064
-9.99999999999999,-9.999999999999973,30.000000000000043
-9.999999999999986,-9.999999999999956,35.00000000000004
-10.000000000000005,-9.99999999999999,40.00000000000004
-10.000000000000005,-9.999999999999996,45.00000000000002
-9.999999999999984,-4.999999999999954,-9.999999999999941
-9.999999999999988,-4.999999999999948,-4.999999999999948
-10.000000000000005,-4.999999999999966,2.873724700428213e-14
-9.999999999999982,-4.999999999999948,5.000000000000053
-9.999999999999993,-4.999999999999973,10.000000000000052
-10.000000000000036,-4.9999999999999964,15.000000000000005
-9.999999999999995,-4.999999999999977,20.000000000000036
-9.99999999999999,-4.999999999999962,25.000000000000057
-9.999999999999995,-4.999999999999984,30.000000000000036
-9.99999999999998,-4.999999999999957,35.00000000000004
-10.000000000000009,-4.9999999999999964,40.00000000000003
-9.999999999999973,-4.999999999999952,45.00000000000005
-10.000000000000023,2.873724700428213e-14,-9.999999999999961
-10.000000000000005,2.873724700428213e-14,-4.999999999999966
-9.999999999999993,4.7895411673803544e-14,4.7895411673803544e-14
-10.000000000000032,1.9158164669521418e-14,5.000000000000016
-9.999999999999995,4.789541167380353e-14,10.000000000000052
-10.00000000000002,9.579082334760709e-15,15.000000000000023
-10.000000000000009,2.3947705836901772e-14,20.00000000000004
-9.999999999999995,2.8737247004282116e-14,25.000000000000043
-10.00000000000002,1.9158164669521425e-14,30.000000000000036
-10.00000000000002,9.579082334760709e-15,35.00000000000003
-10.00000000000002,7.184311751070532e-15,40.00000000000002
-9.999999999999973,3.592155875535266e-14,45.000000000000064
-9.999999999999977,5.000000000000053,-9.999999999999957
-9.999999999999982,5.000000000000053,-4.999999999999948
-10.000000000000032,5.000000000000016,1.9158164669521418e-14
-9.999999999999993,5.00000000000003,5.00000000000003
-9.99999999999998,5.000000000000044,10.000000000000055
-9.999999999999993,5.00000000000004,15.000000000000052
-9.999999999999964,5.000000000000062,20.00000000000006
-10.000000000000005,5.000000000000032,25.000000000000043
-10.000000000000005,5.0000000000000195,30.000000000000025
-9.99999999999999,5.000000000000024,35.000000000000036
-10.000000000000004,5.000000000000016,40.00000000000002
-10.000000000000012,5.000000000000004,45.00000000000003
-9.999999999999995,10.000000000000039,-9.999999999999957
-9.999999999999993,10.000000000000052,-4.999999999999973
-9.999999999999995,10.000000000000052,4.789541167380353e-14
-9.99999999999998,10.000000000000055,5.000000000000044
-9.999999999999986,10.000000000000039,10.000000000000039
-9.999999999999995,10.000000000000023,15.000000000000039
-10.000000000000005,10.000000000000036,20.00000000000004
-9.999999999999993,10.000000000000039,25.000000000000043
-9.999999999999995,10.00000000000003,30.00000000000003
-9.99999999999999,10.00000000000002,35.00000000000003
-9.999999999999996,10.00000000000001,40.00000000000002
-9.99999999999999,10.00000000000003,45.000000000000036
-10.000000000000023,15.000000000000037,-9.99999999999998
-10.000000000000036,15.000000000000005,-4.9999999999999964
-10.00000000000002,15.000000000000023,9.579082334760709e-15
-9.999999999999993,15.000000000000052,5.00000000000004
-9.999999999999995,15.000000000000039,10.000000000000023
-9.999999999999995,15.00000000000003,15.00000000000003
-10.000000000000004,15.000000000000036,20.00000000000003
-10.0,15.000000000000052,25.00000000000005
-10.000000000000014,15.000000000000018,30.000000000000004
-10.000000000000004,15.000000000000036,35.00000000000003
-10.000000000000007,15.000000000000036,40.00000000000002
-10.000000000000005,15.000000000000028,45.00000000000003
-10.000000000000009,20.00000000000003,-9.999999999999988
-9.999999999999995,20.000000000000036,-4.999999999999977
-10.000000000000009,20.00000000000004,2.3947705836901772e-14
-9.999999999999964,20.00000000000006,5.000000000000062
-10.000000000000005,20.00000000000004,10.000000000000036
-10.000000000000004,20.00000000000003,15.000000000000036
-9.999999999999964,20.00000000000006,20.00000000000006
-10.000000000000005,20.000000000000032,25.000000000000032
-10.0,20.00000000000002,30.000000000000014
-9.999999999999984,20.00000000000005,35.00000000000003
-9.999999999999995,20.00000000000002,40.00000000000002
-10.000000000000002,20.00000000000001,45.00000000000001
-10.0,25.000000000000064,-9.999999999999973
-9.99999999999999,25.000000000000057,-4.999999999999962
-9.999999999999995,25.000000000000043,2.8737247004282116e-14
-10.000000000000005,25.000000000000043,5.000000000000032
-9.999999999999993,25.000000000000043,10.000000000000039
-10.0,25.00000000000005,15.000000000000052
-10.000000000000005,25.000000000000032,20.000000000000032
-10.000000000000005,25.000000000000025,25.000000000000025
-9.999999999999995,25.000000000000043,30.000000000000025
-10.000000000000002,25.00000000000003,35.00000000000003
-10.000000000000004,25.00000000000004,40.00000000000002
-10.000000000000005,25.000000000000014,45.00000000000002
-9.99999999999999,30.000000000000043,-9.999999999999973
-9.999999999999995,30.000000000000036,-4.999999999999984
-10.00000000000002,30.000000000000036,1.9158164669521425e-14
-10.000000000000005,30.000000000000025,5.0000000000000195
-9.999999999999995,30.00000000000003,10.00000000000003
-10.000000000000014,30.000000000000004,15.000000000000018
-10.0,30.000000000000014,20.00000000000002
-9.999999999999995,30.000000000000025,25.000000000000043
-10.000000000000005,30.000000000000025,30.000000000000025
-9.999999999999998,30.000000000000004,35.00000000000003
-10.00000000000002,29.999999999999986,40.00000000000001
-9.999999999999973,30.000000000000014,45.00000000000003
-9.999999999999986,35.00000000000004,-9.999999999999956
-9.99999999999998,35.00000000000004,-4.999999999999957
-10.00000000000002,35.00000000000003,9.579082334760709e-15
-9.99999999999999,35.000000000000036,5.000000000000024
-9.99999999999999,35.00000000000003,10.00000000000002
-10.000000000000004,35.00000000000003,15.000000000000036
-9.999999999999984,35.00000000000003,20.00000000000005
-10.000000000000002,35.00000000000003,25.00000000000003
-9.999999999999998,35.00000000000003,30.000000000000004
-9.999999999999993,35.000000000000036,35.000000000000036
-10.000000000000014,35.00000000000003,40.00000000000001
-10.000000000000014,35.000000000000014,45.00000000000001
-10.000000000000005,40.00000000000004,-9.99999999999999
-10.000000000000009,40.00000000000003,-4.9999999999999964
-10.00000000000002,40.00000000000002,7.184311751070532e-15
-10.000000000000004,40.00000000000002,5.000000000000016
-9.999999999999996,40.00000000000002,10.00000000000001
-10.000000000000007,40.00000000000002,15.000000000000036
-9.999999999999995,40.00000000000002,20.00000000000002
-10.000000000000004,40.00000000000002,25.00000000000004
-10.00000000000002,40.00000000000001,29.999999999999986
-10.000000000000014,40.00000000000001,35.00000000000003
-9.999999999999995,40.00000000000004,40.00000000000004
-9.999999999999988,40.00000000000003,45.00000000000003
-10.000000000000005,45.00000000000002,-9.999999999999996
-9.999999999999973,45.00000000000005,-4.999999999999952
-9.999999999999973,45.000000000000064,3.592155875535266e-14
-10.000000000000012,45.00000000000003,5.000000000000004
-9.99999999999999,45.000000000000036,10.00000000000003
-10.000000000000005,45.00000000000003,15.000000000000028
-10.000000000000002,45.00000000000001,20.00000000000001
-10.000000000000005,45.00000000000002,25.000000000000014
-9.999999999999973,45.00000000000003,30.000000000000014
-10.000000000000014,45.00000000000001,35.000000000000014
-9.999999999999988,45.00000000000003,40.00000000000003
-9.99999999999999,45.00000000000003,45.00000000000003
-4.999999999999993,-9.999999999999941,-9.999999999999941
-5.000000000000008,-9.999999999999988,-4.999999999999982
-4.999999999999987,-9.999999999999954,6.226403517594461e-14
-5.00000000000002,-9.999999999999993,5.0000000000000195
-4.999999999999993,-9.999999999999957,10.000000000000039
-5.000000000000024,-9.99999999999999,15.000000000000005
-5.000000000000034,-10.000000000000016,20.00000000000002
-4.999999999999993,-9.999999999999973,25.000000000000057
-5.0000000000000515,-10.000000000000039,29.99999999999997
-4.999999999999998,-9.999999999999995,35.00000000000003
-4.999999999999993,-9.99999999999998,40.00000000000003
-4.99999999999997,-9.999999999999964,45.00000000000006
-5.000000000000008,-4.999999999999982,-9.999999999999988
-4.9999999999999964,-4.999999999999966,-4.999999999999966
-5.00000000000001,-4.999999999999977,2.3947705836901772e-14
-4.999999999999991,-4.999999999999962,5.000000000000044
