X,Y,Z
-31.531180503159216,-31.292818535409808,-178.69464581483516
-25.874850427850976,-35.06185980609715,-181.76662974579392
-19.88944434786796,-38.95724345861028,-184.64026617533577
-13.577675563144131,-42.96874253614419,-187.27992243181876
-6.945044314771105,-47.08456216099301,-189.6496253560379
0.0,-51.29133467297891,-191.71339204098575
7.245930327289925,-55.57413878914247,-193.43558519507783
14.778050103751124,-59.91654290706867,-194.781287288418
-57.82784957885916,-21.570621347214928,-165.6260799418884
-53.51731785568494,-24.824494907275064,-169.2706493953563
-48.888697719112486,-28.225902788459855,-172.852801571579
-43.93489700363689,-31.769867284996486,-176.3415549269728
-38.65064052346921,-35.45009916415909,-179.70460658357212
-33.03272494610794,-39.25891186716051,-182.90849836255092
-27.080260570770164,-43.18715426719344,-185.91882492887004
-20.794895443939843,-47.22416348095388,-188.70048092355543
-14.18101744884198,-51.357738960064715,-191.21794337374104
-7.245930327289925,-55.57413878914247,-193.43558519507783
0.0,-59.858098807123206,-195.31801524782202
7.543231983347524,-64.19287486285326,-196.83044017760378
-64.95844731904421,-25.650708878330395,-165.77616079702358
-60.706432735583604,-28.95908109198788,-169.53432946171233
-56.13502966181939,-32.40957448621907,-173.2330838371034
-51.23633077942404,-35.99677655541836,-176.84226661651158
-46.004166740524916,-39.71398516739975,-180.33038557187487
-40.43435910286881,-43.553127417378,-183.66476147717464
-34.52496410858066,-47.5046956244971,-186.81171630290567
-28.2765030994858,-51.55770189271253,-189.73679945284783
-21.692175452613814,-55.69965246755214,-192.40504934963693
-14.778050103751124,-59.91654290706867,-194.781287288418
-7.543231983347524,-64.19287486285326,-196.83044017760378
0.0,-68.51169504510412,-198.51788857532512
0.0,16.165713421544094,-151.41949711910428
4.609457755438146,13.779219546217353,-153.83847581935296
9.507835802936013,11.219519937141428,-156.19114626269936
14.694281324767932,8.483747278402817,-158.44653255799503
20.16609729273403,5.569957315016772,-160.57239799169335
25.918481930243427,2.4772964585471224,-162.53541013935572
31.94429752565727,-0.7938416463633037,-164.301359735603
38.23387359076543,-4.241673968014251,-165.8354286534712
44.774848938943016,-7.862903628140875,-167.1025009656316
51.55205654610938,-11.652616139447217,-168.06750986562676
58.5474541280009,-15.604198910232043,-168.69581228938668
65.7401022988967,-19.709286041458423,-168.9535824387809
-4.609457755438146,13.779219546217353,-153.83847581935296
0.0,11.303858990812564,-156.4109184815822
4.902192564861466,8.654668308541781,-158.91667250434472
10.096933605457766,5.829467335100781,-161.3240824894533
15.582123184058458,2.827088115829081,-163.600211596606
21.353488312917737,-0.35246216693024385,-165.7110233077216
27.404353470074007,-3.7078516579990253,-167.621617250981
33.72544629884234,-7.236291078410862,-169.29651384765867
40.30474318462238,-10.933420947988385,-170.69998115678342
47.127358590040494,-14.793221585231393,-171.79639612641267
54.175481010888994,-18.807948163579198,-172.55063158378422
61.428357273943774,-22.96809248394655,-172.92845974571662
-9.507835802936013,11.219519937141428,-156.19114626269936
-4.902192564861466,8.654668308541781,-158.91667250434472
0.0,5.915907701662454,-161.57500237101402
5.199242852779608,3.0017842606345075,-164.13389333053112
10.694064031831783,-0.08806177483843512,-166.55980758778605
16.480760203927552,-3.352739523726708,-168.8181085868844
22.553168481293653,-6.789966473218183,-170.8733114159403
28.902473891357424,-10.395946365292719,-172.68938138909536
35.51705727059135,-14.165268975453648,-174.23007371515726
42.38238746567596,-18.090834325324142,-175.4593060494959
49.480960645485524,-22.163803275304154,-176.34155492697275
56.792288341056405,-26.373575773974622,-176.84226661651158
-14.694281324767932,8.483747278402817,-158.44653255799503
-10.096933605457766,5.829467335100781,-161.3240824894533
-5.199242852779608,3.0017842606345075,-164.13389333053112
0.0,-3.5489909812305725e-14,-166.84324326452077
5.499982671518732,-3.175416475939651,-169.41810732432995
11.297613957972562,-6.522680459835965,-171.82336619345543
17.38729637424804,-10.038560242151942,-174.02306833364148
23.760734502551884,-13.71826646119159,-175.9807393546445
30.406783862540674,-17.555364848228653,-177.65973122814506
37.311344180972476,-21.54171460671126,-179.023602908545
44.45729982702863,-25.667434022578902,-180.03652321169793
51.82450897631049,-29.920894208093053,-180.66368643804648
-20.16609729273403,5.569957315016772,-160.57239799169335
-15.582123184058458,2.827088115829081,-163.600211596606
-10.694064031831783,-0.08806177483843512,-166.55980758778605
-5.499982671518732,-3.175416475939651,-169.41810732432995
0.0,-6.433670553428991,-172.14072590071868
5.803448183175419,-9.860149277480676,-174.69219033736113
11.905384102328592,-13.450687867998962,-177.03621016175688
18.29809624085217,-17.19953268621784,-179.135994090468
24.970987711903813,-21.09926687540203,-180.95460528452128
31.91046863653322,-25.14076237074188,-182.455346698749
39.09989528636566,-29.313159535594043,-183.60216742390753
46.51955755544483,-33.603874985934496,-184.36008064105437
-25.918481930243427,2.4772964585471224,-162.53541013935572
-21.353488312917737,-0.35246216693024385,-165.7110233077216
-16.480760203927552,-3.352739523726708,-168.8181085868844
-11.297613957972562,-6.522680459835965,-171.82336619345543
-5.803448183175419,-9.860149277480676,-174.69219033736113
0.0,-13.361599713682224,-177.38889350115946
6.108427585830797,-17.021965052268865,-179.87698188697945
12.514772733114246,-20.83457107065431,-182.11947570742032
19.209061051652068,-24.791074030838853,-184.07926685317338
26.178294994611747,-28.881425324066132,-185.71950561275196
33.40638913661466,-33.09386371930434,-187.00400758515383
40.87415296138794,-37.41493549196141,-187.8976717201435
-31.94429752565727,-0.7938416463633037,-164.301359735603
-27.404353470074007,-3.7078516579990253,-167.621617250981
-22.553168481293653,-6.789966473218183,-170.8733114159403
-17.38729637424804,-10.038560242151942,-174.02306833364148
-11.905384102328592,-13.450687867998962,-177.03621016175688
-6.108427585830797,-17.021965052268865,-179.87698188697945
0.0,-20.746469181676183,-182.50882783842624
6.413552959559656,-24.616663486386894,-184.8947117629618
13.122955612133488,-28.623346391465024,-186.99747324813256
20.11588649895124,-32.75562739087796,-188.78021251786254
27.376907096081872,-37.00093014022538,-190.20669517143983
34.88743677130185,-41.34502283087628,-191.24176828892936
-38.23387359076543,-4.241673968014251,-165.8354286534712
-33.72544629884234,-7.236291078410862,-169.29651384765867
-28.902473891357424,-10.395946365292719,-172.68938138909536
-23.760734502551884,-13.71826646119159,-175.9807393546445
-18.29809624085217,-17.19953268621784,-179.135994090468
-12.514772733114246,-20.83457107065431,-182.11947570742032
-6.413552959559656,-24.616663486386894,-184.8947117629618
0.0,-28.537482046045856,-187.42474328035635
6.717386027989823,-32.587048431130654,-189.67247633170047
13.7270447151654,-36.75371924774991,-191.60106174561017
21.014274706338078,-41.02419792048633,-193.17429511626673
28.561197545938096,-45.38357305641158,-194.35702918721904
-44.774848938943016,-7.862903628140875,-167.1025009656316
-40.30474318462238,-10.933420947988385,-170.69998115678342
-35.51705727059135,-14.165268975453648,-174.23007371515726
-30.406783862540674,-17.555364848228653,-177.65973122814506
-24.970987711903813,-21.09926687540203,-180.95460528452128
-19.209061051652068,-24.791074030838853,-184.07926685317338
-13.122955612133488,-28.623346391465024,-186.99747324813256
